0.544857,0.511944,0.473149,0.434323,0
0.593729,0.557022,0.513608,0.470622,0.436431
0.643693,0.602773,0.557918,0.513608,0.475547
0.694814,0.648754,0.602773,0.557022,0.561241
0.747224,0.694814,0.643693,0.593729,0
0.522532,0.545008,0.569094,0.589198,0
0.698538,0.710401,0.768776,0.833153,0.874637
0.743754,0.783583,0.834121,0.884413,0.928745
0.786045,0.834635,0.884413,0.934204,0.983891
0.822042,0.8748,0.928745,0.983891,0
